Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Year
6.0,0.7707651086632927,1.0,0.15132814024294766,7.0,0.30776524798131066,7.0,2.0,3.0,1.0,2.0
12.0,0.1375409348020244,1.0,0.28181430521681394,7.0,0.7683914661559671,3.0,2.0,2.0,3.0,1.0
16.0,0.7231318844894312,2.0,0.15710954214902795,14.0,0.1452760290392465,9.0,2.0,3.0,1.0,2.0
42.0,0.7022923489133672,1.0,0.05221290246123109,4.0,0.08464573613403148,8.0,2.0,1.0,1.0,1.0
42.0,0.1753498064900268,1.0,0.14583849160659323,12.0,0.38674795754130764,2.0,1.0,2.0,2.0,2.0
25.0,0.7856504912176243,2.0,0.4714019142083442,1.0,0.8890714028618192,4.0,3.0,2.0,1.0,3.0
17.0,0.8809169395653469,2.0,0.04642368040250411,7.0,0.3466254439758505,7.0,2.0,3.0,1.0,2.0
41.0,0.5607819787635209,1.0,0.6008804432772864,5.0,0.931595460750158,10.0,2.0,1.0,3.0,3.0
50.0,0.11997618338791305,1.0,0.2871694010456418,5.0,0.6905479833479344,9.0,2.0,3.0,1.0,2.0
38.0,0.5236677582613873,1.0,0.2697053992094946,7.0,0.501195254297143,9.0,2.0,3.0,1.0,2.0
21.0,0.8362607919023519,1.0,0.23819965751179664,10.0,0.27145175858579684,7.0,2.0,3.0,1.0,2.0
34.0,0.6338195891634415,1.0,0.09255542896486757,5.0,0.32980359798708314,1.0,1.0,1.0,1.0,1.0
59.0,0.24650193509973212,1.0,0.35754829951027,5.0,0.27257994960916543,1.0,1.0,1.0,1.0,1.0
4.0,0.493896993152724,1.0,0.29545392605591236,8.0,0.037039300776236156,7.0,2.0,3.0,1.0,2.0
12.0,0.5164235387516125,2.0,0.6329207662995904,4.0,0.6277954349435311,10.0,2.0,1.0,3.0,3.0
27.0,0.8749627865436143,2.0,0.0727972375674074,3.0,0.7055268626612066,7.0,2.0,3.0,1.0,2.0
59.0,0.6635903542721047,1.0,0.16118933425759738,10.0,0.5064227940427439,4.0,3.0,2.0,1.0,3.0
9.0,0.6516820482286394,2.0,0.22197819788239873,6.0,0.9833122805587813,4.0,3.0,2.0,1.0,3.0
33.0,0.41947008038106576,2.0,0.7311119422092937,1.0,0.8795993521178413,3.0,2.0,2.0,3.0,1.0
9.0,0.2523568522377692,1.0,0.23165711460677546,13.0,0.2872685043701485,5.0,1.0,2.0,4.0,3.0
7.0,0.10389997022923486,1.0,0.3829384078250491,12.0,0.7569533579175411,2.0,1.0,2.0,2.0,2.0
11.0,0.14676987198571,1.0,0.20208964084575828,4.0,0.49611287682768634,2.0,1.0,2.0,2.0,2.0
68.0,0.9255730872283419,1.0,0.09624183352850668,5.0,0.37092017602836014,7.0,2.0,3.0,1.0,2.0
48.0,0.8749627865436143,1.0,0.31994334059261065,5.0,0.015135077318012363,5.0,1.0,2.0,4.0,3.0
12.0,0.20333432569217025,1.0,0.05552342245938727,16.0,0.3241516071416445,2.0,1.0,2.0,2.0,2.0
11.0,0.2557308722834177,1.0,0.15513166852587204,4.0,0.6376919367873466,6.0,2.0,3.0,1.0,2.0
25.0,0.21762429294432872,1.0,0.1275478903992922,1.0,0.23909245563637108,6.0,2.0,3.0,1.0,2.0
9.0,0.226257814825841,1.0,0.5687577315601694,12.0,0.49767655467948846,2.0,1.0,2.0,2.0,2.0
22.0,0.7558797261089609,1.0,0.16964613045731355,1.0,0.2560373924440913,3.0,2.0,2.0,3.0,1.0
38.0,0.493896993152724,1.0,0.09060741354658072,7.0,0.590633043348342,5.0,1.0,2.0,4.0,3.0
18.0,0.5802322119678476,1.0,0.36785939244852317,1.0,0.3815093820671108,2.0,1.0,2.0,2.0,2.0
26.0,0.20273891038999703,1.0,0.07663022381116777,12.0,0.554330589681424,2.0,1.0,2.0,2.0,2.0
60.0,0.31358539247792,1.0,0.5508109368984987,10.0,0.9657866946464833,10.0,2.0,1.0,3.0,3.0
29.0,0.6010717475439118,1.0,0.03211292934244138,15.0,0.09580455554876435,9.0,2.0,3.0,1.0,2.0
12.0,0.9345043167609408,2.0,0.05865227476972082,1.0,0.9215648323587937,7.0,2.0,3.0,1.0,2.0
52.0,0.8660315570110153,1.0,0.1284181717884582,1.0,0.031934851849588136,9.0,2.0,3.0,1.0,2.0
25.0,0.7856504912176243,2.0,0.47171242968682153,1.0,0.8950137182595468,9.0,2.0,3.0,1.0,2.0
15.0,0.5415302173265852,2.0,0.06875488059113358,7.0,0.21197172816114204,8.0,2.0,1.0,1.0,1.0
10.0,0.019350997320631114,2.0,0.6768777889081197,6.0,0.08887921140381258,3.0,2.0,2.0,3.0,1.0
17.0,0.11342661506400714,2.0,0.14018660559082294,4.0,0.48098883523826985,4.0,3.0,2.0,1.0,3.0
1.0,0.40160762131586786,2.0,0.194398194364931,8.0,0.9592858016013692,8.0,2.0,1.0,1.0,1.0
48.0,0.9940458469782674,1.0,0.06501346402454537,5.0,0.4831110907374583,6.0,2.0,3.0,1.0,2.0
11.0,0.9702292348913368,2.0,0.1813070094515843,6.0,0.23752877778456902,2.0,1.0,2.0,2.0,2.0
12.0,0.1783268830008931,1.0,0.07273035678947684,12.0,0.5154703936868842,1.0,1.0,1.0,1.0,1.0
48.0,0.15957130098243527,1.0,0.22552824854036235,5.0,0.3661281231111926,9.0,2.0,3.0,1.0,2.0
29.0,0.15183090205418281,1.0,0.2198619845274031,5.0,0.12634296327988645,3.0,2.0,2.0,3.0,1.0
8.0,0.11015183090205416,1.0,0.40851390301835844,7.0,0.4111988875985576,9.0,2.0,3.0,1.0,2.0
33.0,0.3154708742681353,1.0,0.31800272661013584,7.0,0.48989127260626564,5.0,1.0,2.0,4.0,3.0
9.0,0.8809169395653469,2.0,0.05495840103666405,4.0,0.37529881357428574,4.0,3.0,2.0,1.0,3.0
13.0,0.7767192616850254,1.0,0.24222293516289276,10.0,0.548399310012292,4.0,3.0,2.0,1.0,3.0
42.0,0.07532003572491813,2.0,0.2279695801234429,4.0,0.9556219397075703,2.0,1.0,2.0,2.0,2.0
25.0,0.9345043167609408,2.0,0.046836079539006564,4.0,0.8102228198493708,9.0,2.0,3.0,1.0,2.0
52.0,0.7558797261089609,1.0,0.2500618623335155,2.0,0.9758173230378473,7.0,2.0,3.0,1.0,2.0
4.0,0.6278654361417089,2.0,0.2976458563455693,4.0,0.4723656866939674,2.0,1.0,2.0,2.0,2.0
9.0,0.43137838642453114,2.0,0.2256358556880607,7.0,0.007919408620771617,6.0,2.0,3.0,1.0,2.0
18.0,0.7459561377394066,1.0,0.05691365471434946,7.0,0.4674395072292512,10.0,2.0,1.0,3.0,3.0
6.0,0.7707651086632927,1.0,0.15107256903381375,7.0,0.30734079688147287,2.0,1.0,2.0,2.0,2.0
30.0,0.4445767589560385,1.0,0.08496779347102475,15.0,0.03505117182459644,5.0,1.0,2.0,4.0,3.0
6.0,0.4135159273593331,1.0,0.36058831406552394,4.0,0.41246120516947493,1.0,1.0,1.0,1.0,1.0
10.0,0.9553438523370053,2.0,0.08288568090764903,1.0,0.7645824419860237,8.0,2.0,1.0,1.0,1.0
4.0,0.8124441798154212,2.0,0.1232674682721321,6.0,0.8918973982845384,3.0,2.0,2.0,3.0,1.0
35.0,0.6397737421851741,2.0,0.2504542246379611,12.0,0.775607134853208,6.0,2.0,3.0,1.0,2.0
32.0,0.5504614468591842,1.0,0.42660781815019494,1.0,0.9859931137053561,7.0,2.0,3.0,1.0,2.0
35.0,0.1542125632628758,1.0,0.04370171309741702,8.0,0.5440096367377707,9.0,2.0,3.0,1.0,2.0
13.0,0.10002977076510866,1.0,0.3563912186409877,5.0,0.979212931836549,7.0,2.0,3.0,1.0,2.0
32.0,0.9106877046740103,1.0,0.1559616083953021,16.0,0.6994393849873344,2.0,1.0,2.0,2.0,2.0
4.0,0.9255730872283419,1.0,0.21964806640691364,1.0,0.3295132734347941,2.0,1.0,2.0,2.0,2.0
71.0,0.43137838642453114,1.0,0.15601812285277544,11.0,0.18553266915225233,6.0,2.0,3.0,1.0,2.0
17.0,0.7618338791306938,2.0,0.18242105177210757,6.0,0.2529431439262746,9.0,2.0,3.0,1.0,2.0
33.0,0.20125037213456382,1.0,0.04187769020178346,1.0,0.08593012516214033,6.0,2.0,3.0,1.0,2.0
6.0,0.0,2.0,0.0946407003773045,8.0,0.33474081318039517,4.0,3.0,2.0,1.0,3.0
1.0,0.8303066388806193,2.0,0.12880725824943284,1.0,0.482262188537783,4.0,3.0,2.0,1.0,3.0
42.0,0.1753498064900268,1.0,0.1450719565496063,12.0,0.3909924685396845,4.0,3.0,2.0,1.0,3.0
68.0,0.07532003572491813,1.0,0.23717884434178277,5.0,0.5818757682564907,9.0,2.0,3.0,1.0,2.0
38.0,0.3896993152724025,1.0,0.021779694699023935,12.0,0.21689790762585828,6.0,2.0,3.0,1.0,2.0
28.0,0.7320631140220304,2.0,0.23409652501849712,7.0,0.34110757967796046,4.0,3.0,2.0,1.0,3.0
7.0,0.5325989877939863,2.0,0.3746455638964907,7.0,0.9800618340362244,8.0,2.0,1.0,1.0,1.0
10.0,0.4730574575766597,1.0,0.23870055368281717,3.0,0.8013203824813752,9.0,2.0,3.0,1.0,2.0
33.0,0.7856504912176243,1.0,0.22413720348213295,6.0,0.33898532417877203,7.0,2.0,3.0,1.0,2.0
15.0,0.28818100625186066,1.0,0.29406465130782933,7.0,0.3163773607970174,9.0,2.0,3.0,1.0,2.0
28.0,0.9493896993152724,1.0,0.0523886434585636,4.0,0.25379204612594997,8.0,2.0,1.0,1.0,1.0
50.0,0.8660315570110153,1.0,0.5347288360838247,5.0,0.6059132829424988,8.0,2.0,1.0,1.0,1.0
34.0,0.9106877046740103,1.0,0.06888720434727581,5.0,0.06386970369917624,9.0,2.0,3.0,1.0,2.0
42.0,0.4224471568919321,2.0,0.045217452644757766,3.0,0.33771197087925897,3.0,2.0,2.0,3.0,1.0
20.0,0.2512652575171182,1.0,0.14627737150408546,4.0,0.33970009983089877,1.0,1.0,1.0,1.0,1.0
14.0,0.6725215838047036,1.0,0.5434319116735065,2.0,0.11078343486203643,3.0,2.0,2.0,3.0,1.0
51.0,0.6219112831199762,1.0,0.14036217725414146,2.0,0.14570048013908413,6.0,2.0,3.0,1.0,2.0
17.0,0.1640369157487347,1.0,0.07155588069875612,7.0,0.3258383758123995,1.0,1.0,1.0,1.0,1.0
38.0,0.7409943435546293,1.0,0.35800967620122254,8.0,0.9212855435351004,2.0,1.0,2.0,2.0,2.0
35.0,0.7231318844894312,2.0,0.10824155296359708,7.0,0.47759322643956836,7.0,2.0,3.0,1.0,2.0
1.0,0.28252456088121464,1.0,0.03823855445845313,1.0,0.9309027565552228,4.0,3.0,2.0,1.0,3.0
4.0,0.2646621018160166,1.0,0.18980134854160496,7.0,0.6160780378814118,9.0,2.0,3.0,1.0,2.0
68.0,0.8719857100327477,1.0,0.5508363708674019,15.0,0.8825594740881093,4.0,3.0,2.0,1.0,3.0
51.0,0.6635903542721047,1.0,0.1035800954381281,2.0,0.6446283166608942,8.0,2.0,1.0,1.0,1.0
7.0,0.4182792497767191,1.0,0.22766938478341892,6.0,0.6348769770932231,5.0,1.0,2.0,4.0,3.0
17.0,0.2710131983725315,2.0,0.30428824474284694,4.0,0.42532886471215425,5.0,1.0,2.0,4.0,3.0
32.0,0.5623697529026497,1.0,0.11627477706068688,14.0,0.6399593545626796,1.0,1.0,1.0,1.0,1.0
35.0,0.17058648407264065,2.0,0.10012490877360905,16.0,0.659037582598184,3.0,2.0,2.0,3.0,1.0
15.0,0.30038701994641254,1.0,0.09877150307475879,7.0,0.9063176999504241,9.0,2.0,3.0,1.0,2.0
53.0,0.6516820482286394,1.0,0.15394152134185543,2.0,0.054699013236083116,2.0,1.0,2.0,2.0,2.0
60.0,0.666567430782971,1.0,0.40446597033482357,5.0,0.2974553307662531,4.0,3.0,2.0,1.0,3.0
17.0,0.919618934206609,2.0,0.07602705605329013,4.0,0.06360145060407882,7.0,2.0,3.0,1.0,2.0
20.0,0.8144288974893321,2.0,0.08051975837920426,1.0,0.2447444464818098,5.0,1.0,2.0,4.0,3.0
38.0,0.06787734444775234,2.0,0.1973874908173243,13.0,0.956325679631101,8.0,2.0,1.0,1.0,1.0
19.0,0.30177632231815016,1.0,0.17615784533538548,2.0,0.5072716962424193,5.0,1.0,2.0,4.0,3.0
50.0,0.7856504912176243,1.0,0.49248165906348734,10.0,0.882983925187947,3.0,2.0,2.0,3.0,1.0
27.0,0.8749627865436143,2.0,0.07225624618067131,3.0,0.6940666829655889,4.0,3.0,2.0,1.0,3.0
13.0,0.10002977076510866,1.0,0.3550655026453606,5.0,0.9910975626320044,6.0,2.0,3.0,1.0,2.0
7.0,0.782673414706758,2.0,0.04012706282541918,4.0,0.08027813431670167,1.0,1.0,1.0,1.0,1.0
49.0,0.2584102411431974,1.0,0.3744855617260596,5.0,0.34832324837520123,2.0,1.0,2.0,2.0,2.0
59.0,0.5980946710330455,1.0,0.17181187862960534,5.0,0.6388311635393109,9.0,2.0,3.0,1.0,2.0
28.0,0.09407561774337597,2.0,0.2331368014031349,6.0,0.5112369184171031,9.0,2.0,3.0,1.0,2.0
28.0,0.43137838642453114,2.0,0.166097979419107,3.0,0.5031723475201869,6.0,2.0,3.0,1.0,2.0
4.0,0.9255730872283419,1.0,0.21852090839730576,1.0,0.33970009983089877,4.0,3.0,2.0,1.0,3.0
55.0,0.03304554927061626,1.0,0.09632206706314142,5.0,0.5536158140292974,8.0,2.0,1.0,1.0,1.0
26.0,0.40458469782673406,2.0,0.2513346517002327,7.0,0.3043806749112048,9.0,2.0,3.0,1.0,2.0
17.0,0.791604644239357,1.0,0.2583189234192484,13.0,0.7015726762151187,3.0,2.0,2.0,3.0,1.0
12.0,0.09883894016076211,1.0,0.02650628732267912,4.0,0.02629389673274521,2.0,1.0,2.0,2.0,2.0
33.0,0.7767192616850254,1.0,0.31185125599225355,7.0,0.5670530869479589,8.0,2.0,1.0,1.0,1.0
45.0,0.41947008038106576,1.0,0.11552763844530388,2.0,0.4699751780996815,2.0,1.0,2.0,2.0,2.0
11.0,0.33581423042572195,2.0,0.6851378549029009,8.0,0.4596542251560283,2.0,1.0,2.0,2.0,2.0
27.0,0.782673414706758,1.0,0.024776965244076635,8.0,0.2684695651583372,6.0,2.0,3.0,1.0,2.0
23.0,0.3242036320333432,1.0,0.26398935099641857,10.0,0.4852333462366467,6.0,2.0,3.0,1.0,2.0
3.0,0.8809169395653469,2.0,0.19067405294657133,3.0,0.5818868039850865,8.0,2.0,1.0,1.0,1.0
1.0,0.5623697529026497,2.0,0.0803838447419652,1.0,0.4744879421931558,4.0,3.0,2.0,1.0,3.0
27.0,0.657636201250372,1.0,0.1054558606508404,7.0,0.39890084143186033,2.0,1.0,2.0,2.0,2.0
26.0,0.4730574575766597,1.0,0.33440186072342615,12.0,0.3813862912481579,9.0,2.0,3.0,1.0,2.0
14.0,0.8958023221196785,1.0,0.0939160277673793,2.0,0.10768918634421967,7.0,2.0,3.0,1.0,2.0
16.0,0.24560881214647218,1.0,0.016153202627753552,8.0,0.2769475514264953,8.0,2.0,1.0,1.0,1.0
1.0,0.5415302173265852,1.0,0.09966570879443652,7.0,0.6583338426746532,8.0,2.0,1.0,1.0,1.0
49.0,0.5087823757070555,1.0,0.026353705060861658,15.0,0.6793891639332017,2.0,1.0,2.0,2.0,2.0
7.0,0.7558797261089609,1.0,0.2136615579066725,12.0,0.20207522631732647,6.0,2.0,3.0,1.0,2.0
14.0,0.20333432569217025,1.0,0.09502361384376867,2.0,0.6059132829424988,8.0,2.0,1.0,1.0,1.0
52.0,0.8660315570110153,1.0,0.12901279279682906,1.0,0.03830161834715348,2.0,1.0,2.0,2.0,2.0
36.0,0.5087823757070555,1.0,0.007612213556275251,8.0,0.6693585355418373,9.0,2.0,3.0,1.0,2.0
9.0,0.5236677582613873,1.0,0.3052023805628394,1.0,0.8384827740765641,6.0,2.0,3.0,1.0,2.0
30.0,0.45221792200059546,1.0,0.18852458854882606,15.0,0.9491320823910518,8.0,2.0,1.0,1.0,1.0
8.0,0.41947008038106576,2.0,0.2329481633115359,8.0,0.20347167043579242,2.0,1.0,2.0,2.0,2.0
1.0,0.5236677582613873,2.0,0.4487322276409243,7.0,0.6255390528967939,9.0,2.0,3.0,1.0,2.0
32.0,0.5623697529026497,1.0,0.11607712732074267,14.0,0.6344414902647896,8.0,2.0,1.0,1.0,1.0
41.0,0.7558797261089609,1.0,0.33838446126555854,5.0,0.9430556404457755,9.0,2.0,3.0,1.0,2.0
39.0,0.1753498064900268,1.0,0.08940173381527969,8.0,0.8688539480743502,8.0,2.0,1.0,1.0,1.0
33.0,0.7320631140220304,2.0,0.48070451225640204,8.0,0.6912517232714653,4.0,3.0,2.0,1.0,3.0
30.0,0.16880023816612083,1.0,0.19759060234892015,10.0,0.464312151525647,9.0,2.0,3.0,1.0,2.0
36.0,0.04822863947603456,2.0,0.42036236407574085,16.0,0.5975694232218896,4.0,3.0,2.0,1.0,3.0
38.0,0.9017564751414111,2.0,0.4865167329530309,12.0,0.9503943999619693,7.0,2.0,3.0,1.0,2.0
16.0,0.33581423042572195,1.0,0.3780581676746884,12.0,0.34337499745329336,8.0,2.0,1.0,1.0,1.0
26.0,0.4790116105983923,2.0,0.11679110417858342,4.0,0.3948125284382237,4.0,3.0,2.0,1.0,3.0
63.0,0.0631140220303662,1.0,0.37835782114586763,10.0,0.38320718646646157,7.0,2.0,3.0,1.0,2.0
6.0,0.9493896993152724,2.0,0.3347499375650096,4.0,0.69040282107179,4.0,3.0,2.0,1.0,3.0
44.0,0.8958023221196785,1.0,0.06353965773667221,1.0,0.07420169237142529,8.0,2.0,1.0,1.0,1.0
20.0,0.44924084548972903,1.0,0.05089739679351493,4.0,0.6197418997752107,9.0,2.0,3.0,1.0,2.0
25.0,0.12503721345638585,1.0,0.041119270862267646,4.0,0.755389680065739,4.0,3.0,2.0,1.0,3.0
18.0,0.19231914260196487,1.0,0.26248989522362437,4.0,0.12801869622204567,1.0,1.0,1.0,1.0,1.0
29.0,0.711223578445966,1.0,0.1534006130827262,15.0,0.6386970369917623,10.0,2.0,1.0,3.0,3.0
60.0,0.5028282226853229,1.0,0.11761206010887056,5.0,0.9542144598605085,4.0,3.0,2.0,1.0,3.0
19.0,0.09407561774337597,1.0,0.34455437081816565,2.0,0.551080143158867,2.0,1.0,2.0,2.0,2.0
16.0,0.19946412622804405,1.0,0.10069201146530435,8.0,0.3303732113630653,7.0,2.0,3.0,1.0,2.0
4.0,0.9612980053587377,2.0,0.34083983833540055,1.0,0.2701784052862838,1.0,1.0,1.0,1.0,1.0
12.0,0.35873771955939265,1.0,0.2759481408609244,7.0,0.36287767658863557,5.0,1.0,2.0,4.0,3.0
45.0,0.41947008038106576,1.0,0.13812115138935807,2.0,0.4695507269998438,9.0,2.0,3.0,1.0,2.0
7.0,0.5732857001091594,2.0,0.09412563762004587,7.0,0.11659162371221538,10.0,2.0,1.0,3.0,3.0
69.0,0.3896993152724025,1.0,0.09080085456657691,5.0,0.3617274141080755,4.0,3.0,2.0,1.0,3.0
25.0,0.8600774039892825,2.0,0.2885575520316319,8.0,0.07123053467256146,8.0,2.0,1.0,1.0,1.0
15.0,0.9255730872283419,2.0,0.05810003344685444,4.0,0.8298596255322617,1.0,1.0,1.0,1.0,1.0
42.0,0.3655849955343852,2.0,0.38219609984726566,1.0,0.3813862912481579,8.0,2.0,1.0,1.0,1.0
1.0,0.31844795077900173,2.0,0.21543403244964338,1.0,0.7909994295377218,5.0,1.0,2.0,4.0,3.0
46.0,0.12622804406073235,1.0,0.055600672636575296,5.0,0.018664812664262564,4.0,3.0,2.0,1.0,3.0
27.0,0.7320631140220304,1.0,0.10121516120456509,7.0,0.25237353055029244,6.0,2.0,3.0,1.0,2.0
25.0,0.12265555224769276,1.0,0.2780911028325319,1.0,0.7107544024068075,7.0,2.0,3.0,1.0,2.0
46.0,0.5028282226853229,1.0,0.09748296256593912,5.0,0.07094021012027246,2.0,1.0,2.0,2.0,2.0
64.0,0.919618934206609,1.0,0.1690022301720676,10.0,0.34832324837520123,8.0,2.0,1.0,1.0,1.0
38.0,0.5236677582613873,1.0,0.27019507931118764,7.0,0.5054397652955198,1.0,1.0,1.0,1.0,1.0
11.0,0.0732360821673117,2.0,0.10817521097571108,4.0,0.9874226650096096,4.0,3.0,2.0,1.0,3.0
11.0,0.7261089610002978,1.0,0.3854330642285393,13.0,0.24573851095762958,4.0,3.0,2.0,1.0,3.0
32.0,0.6635903542721047,2.0,0.34160620713717377,12.0,0.3498758904984075,9.0,2.0,3.0,1.0,2.0
65.0,0.44924084548972903,1.0,0.04074626497502275,11.0,0.6251146017969562,9.0,2.0,3.0,1.0,2.0
59.0,0.5980946710330455,1.0,0.17096077816602545,5.0,0.6379822613396356,5.0,1.0,2.0,4.0,3.0
31.0,0.19817405974000196,1.0,0.12377539334413383,2.0,0.6696267886369347,5.0,1.0,2.0,4.0,3.0
33.0,0.7856504912176243,1.0,0.2232886553439641,6.0,0.3402586774782852,6.0,2.0,3.0,1.0,2.0
14.0,0.5713009824352486,1.0,0.5539321722570023,2.0,0.21705410563059854,8.0,2.0,1.0,1.0,1.0
27.0,0.493896993152724,1.0,0.5071509815689347,8.0,0.06203777275227676,4.0,3.0,2.0,1.0,3.0
7.0,0.33581423042572195,2.0,0.1274159853599846,4.0,0.3577732276619875,9.0,2.0,3.0,1.0,2.0
18.0,0.6219112831199762,1.0,0.16693518217833764,3.0,0.5303151464526076,5.0,1.0,2.0,4.0,3.0
20.0,0.28252456088121464,1.0,0.26353659186737866,12.0,0.4842503174894227,6.0,2.0,3.0,1.0,2.0
1.0,0.9017564751414111,1.0,0.15347947963004793,4.0,0.10103209529436535,2.0,1.0,2.0,2.0,2.0
10.0,0.08484668055969041,1.0,0.12304582236300356,4.0,0.4964032013799755,9.0,2.0,3.0,1.0,2.0
48.0,0.5117594522179221,1.0,0.0650001174254417,5.0,0.6179099688283112,6.0,2.0,3.0,1.0,2.0
1.0,0.9017564751414111,1.0,0.15306673874671722,4.0,0.11419007938933373,1.0,1.0,1.0,1.0,1.0
18.0,0.8719857100327477,2.0,0.33943085516062116,12.0,0.5180060645573145,7.0,2.0,3.0,1.0,2.0
39.0,0.1753498064900268,1.0,0.08996992948106537,8.0,0.8845586387683448,7.0,2.0,3.0,1.0,2.0
25.0,0.3926763917832688,2.0,0.3131711130309962,6.0,0.3004044170079254,8.0,2.0,1.0,1.0,1.0
18.0,0.44924084548972903,1.0,0.05253436307461358,7.0,0.5020551922254141,2.0,1.0,2.0,2.0,2.0
3.0,0.5683239059243823,1.0,0.33767765801231103,6.0,0.09892087552377266,8.0,2.0,1.0,1.0,1.0
25.0,0.7231318844894312,2.0,0.15097228019432057,8.0,0.3485915014702986,2.0,1.0,2.0,2.0,2.0
30.0,0.8511461744566837,1.0,0.5057093641377234,5.0,0.6902576587956455,1.0,1.0,1.0,1.0,1.0
12.0,0.6516820482286394,2.0,0.06718190922586018,6.0,0.2207290032529933,1.0,1.0,1.0,1.0,1.0
9.0,0.9315272402500745,2.0,0.2877769745666838,3.0,0.6252707998016965,7.0,2.0,3.0,1.0,2.0
4.0,0.6725215838047036,1.0,0.46783253176358197,3.0,0.5452829900372839,5.0,1.0,2.0,4.0,3.0
41.0,0.45221792200059546,1.0,0.5359040510866064,10.0,0.8198289971408975,2.0,1.0,2.0,2.0,2.0
6.0,0.9553438523370053,1.0,0.24429017712103876,6.0,0.3747292001983036,4.0,3.0,2.0,1.0,3.0
9.0,0.8511461744566837,1.0,0.16035154652631836,6.0,0.43310311105678134,7.0,2.0,3.0,1.0,2.0
49.0,0.38374516225066985,1.0,0.1580641795863696,10.0,0.29900797288945935,9.0,2.0,3.0,1.0,2.0
15.0,0.14597598491614572,2.0,0.4511479620786882,3.0,0.5230994777553667,5.0,1.0,2.0,4.0,3.0
52.0,0.0032747841619529816,1.0,0.6210116313255907,11.0,0.6008088340158507,3.0,2.0,2.0,3.0,1.0
9.0,0.01369455194998509,1.0,0.27563974051822193,13.0,0.3706298514760712,7.0,2.0,3.0,1.0,2.0
7.0,0.10747246204227451,1.0,0.3600093908333845,4.0,0.06203777275227676,9.0,2.0,3.0,1.0,2.0
7.0,0.919618934206609,1.0,0.09467871740284824,6.0,0.05992655298168409,4.0,3.0,2.0,1.0,3.0
29.0,0.663987297806887,1.0,0.2386673365068703,10.0,0.13975816474135652,5.0,1.0,2.0,4.0,3.0
50.0,0.7171777314676988,1.0,0.07399272031226521,5.0,0.6211604153508683,1.0,1.0,1.0,1.0,1.0
3.0,0.6278654361417089,1.0,0.2818671928475874,6.0,0.546142927965555,9.0,2.0,3.0,1.0,2.0
27.0,0.7469484965763622,1.0,0.38654895998681577,4.0,0.33191481775767584,7.0,2.0,3.0,1.0,2.0
1.0,0.8283219212067083,1.0,0.3389159483959087,12.0,0.24503477103409874,10.0,2.0,1.0,3.0,3.0
70.0,0.8719857100327477,1.0,0.11607946720893615,5.0,0.4195317115905711,1.0,1.0,1.0,1.0,1.0
69.0,0.40160762131586786,1.0,0.19424837070814166,5.0,0.6925250765709784,8.0,2.0,1.0,1.0,1.0
16.0,0.19946412622804405,1.0,0.15824360590760686,8.0,0.32825095586387687,8.0,2.0,1.0,1.0,1.0
42.0,0.520690681750521,1.0,0.18465740607063796,8.0,0.5096842762938968,8.0,2.0,1.0,1.0,1.0
28.0,0.6635903542721047,1.0,0.1280076876657141,8.0,0.6255390528967939,4.0,3.0,2.0,1.0,3.0
39.0,0.9345043167609408,2.0,0.03448704250583011,1.0,0.6889953412247282,9.0,2.0,3.0,1.0,2.0
36.0,0.04822863947603456,2.0,0.42159732011866285,16.0,0.6005405809207532,6.0,2.0,3.0,1.0,2.0
20.0,0.6129800535873771,1.0,0.27530915741968504,6.0,0.47449897792175155,5.0,1.0,2.0,4.0,3.0
4.0,0.16731169991068773,1.0,0.12072556459993496,4.0,0.8365167165821161,7.0,2.0,3.0,1.0,2.0
10.0,0.5385531408157189,2.0,0.3564407534582839,1.0,0.850345333414828,1.0,1.0,1.0,1.0,1.0
28.0,0.3926763917832688,2.0,0.2540524708351101,7.0,0.5797535127573022,6.0,2.0,3.0,1.0,2.0
55.0,0.1874565843008832,1.0,0.04871612736287298,5.0,0.5741015219118637,5.0,1.0,2.0,4.0,3.0
17.0,0.7072541430981443,2.0,0.1589405292908374,6.0,0.5992672276212403,10.0,2.0,1.0,3.0,3.0
18.0,0.0643048526347127,1.0,0.3081999743819188,6.0,0.5034626720724759,2.0,1.0,2.0,2.0,2.0
3.0,0.05388508484668053,2.0,0.3204219524073884,4.0,0.4778835509918574,7.0,2.0,3.0,1.0,2.0
13.0,0.6854222486851245,1.0,0.21153329104868013,5.0,0.24814005528051128,10.0,2.0,1.0,3.0,3.0
20.0,0.2590056564453706,1.0,0.4303009683651919,8.0,0.1307216008258121,1.0,1.0,1.0,1.0,1.0
49.0,0.6338195891634415,1.0,0.026465043714468565,10.0,0.08070258541653935,7.0,2.0,3.0,1.0,2.0
33.0,0.7767192616850254,1.0,0.311582544463633,7.0,0.5687508913473097,4.0,3.0,2.0,1.0,3.0
67.0,0.21583804703780884,1.0,0.02953928118708587,5.0,0.474644140197896,2.0,1.0,2.0,2.0,2.0
39.0,0.22298303066388808,1.0,0.0977082999565729,4.0,0.03251550095416608,4.0,3.0,2.0,1.0,3.0
6.0,0.9047335516522774,1.0,0.09345218495742283,7.0,0.7737752039063085,1.0,1.0,1.0,1.0,1.0
31.0,0.2944328669246799,1.0,0.11728497760622318,2.0,0.0,5.0,1.0,2.0,4.0,3.0
